,group1,group2,weight,group1_name,group2_name,num_members1,num_members2,category_name1,category_name2
1128,4126912,6707902,1,Nashville Online Entrepreneurs,Data Science Nashville,1532,1046,Career & Business,Tech
1129,4126912,21989057,2,Nashville Online Entrepreneurs,Nashville Amazon Sellers,1532,83,Career & Business,Tech
1130,4126912,10178242,4,Nashville Online Entrepreneurs,Nashville Mobile Developers,1532,1166,Career & Business,Tech
1131,4126912,16062152,1,Nashville Online Entrepreneurs,Design Thinking Nashville,1532,1026,Career & Business,Tech
1132,4126912,14649032,2,Nashville Online Entrepreneurs,Nashville Game Developers,1532,516,Career & Business,Tech
1133,4126912,14546632,2,Nashville Online Entrepreneurs,Nashville Machine Learning Meetup,1532,451,Career & Business,Tech
1134,4126912,21715712,1,Nashville Online Entrepreneurs,Happy Hour Networking for Charity,1532,73,Career & Business,Community & Environment
1135,4126912,19728145,3,Nashville Online Entrepreneurs,Stepping Out Social Dance Meetup,1532,1778,Career & Business,Dancing
1136,4126912,16954142,3,Nashville Online Entrepreneurs,Network Middle Tennessee,1532,1084,Career & Business,Career & Business
1137,4126912,19997487,3,Nashville Online Entrepreneurs,Developer Launchpad Nashville,1532,576,Career & Business,Tech
1138,4126912,18471729,4,Nashville Online Entrepreneurs,"Build and Develop Your Online Presence Nashville, TN",1532,353,Career & Business,Career & Business
1139,4126912,1360698,3,Nashville Online Entrepreneurs,Nashville PHP User Group,1532,1118,Career & Business,Tech
1140,4126912,8908602,2,Nashville Online Entrepreneurs,Nashville Network After Work - Business Networking Events,1532,2622,Career & Business,Career & Business
1141,4126912,7700282,1,Nashville Online Entrepreneurs,Tennessee Real Estate Investors Meetup,1532,1292,Career & Business,Career & Business
1142,4126912,18996036,2,Nashville Online Entrepreneurs,Full-Stack Marketing Mastermind,1532,256,Career & Business,Tech
1143,4126912,14380872,1,Nashville Online Entrepreneurs,Business Girls Rock! Nashville Entrepreneurship Meetup,1532,459,Career & Business,Career & Business
1144,4126912,7151442,2,Nashville Online Entrepreneurs,Nashville Mobile .NET Developers,1532,372,Career & Business,Tech
1145,4126912,19266390,2,Nashville Online Entrepreneurs,Nashville Networking Business Luncheon,1532,1444,Career & Business,Career & Business
1146,4126912,1371991,1,Nashville Online Entrepreneurs,The Joy of Dining Out with Friends Meetup,1532,2032,Career & Business,Food & Drink
1147,4126912,18779992,2,Nashville Online Entrepreneurs,Nashville API Developers,1532,552,Career & Business,Tech
1148,4126912,5618532,2,Nashville Online Entrepreneurs,Nashville Salesforce Admins & Developers Group,1532,501,Career & Business,Tech
1149,4126912,18529135,2,Nashville Online Entrepreneurs,Franklin AM - Networking,1532,360,Career & Business,Career & Business
1150,4126912,1187715,2,Nashville Online Entrepreneurs,What the Pho!,1532,1889,Career & Business,Food & Drink
1151,4126912,19266450,1,Nashville Online Entrepreneurs,"Rikian Exerciser Fitness Fans - Franklin, TN",1532,32,Career & Business,Fitness
1152,4126912,11862932,2,Nashville Online Entrepreneurs,Nashville Linux Users Group,1532,564,Career & Business,Tech
1153,4126912,13728662,1,Nashville Online Entrepreneurs,Single Adult Ministry @ Brentwood United Methodist Church,1532,459,Career & Business,Religion & Beliefs
1154,4126912,1743773,1,Nashville Online Entrepreneurs,SEO in Nashville - Join the Other Group!,1532,41,Career & Business,Career & Business
1155,4126912,3376042,2,Nashville Online Entrepreneurs,Mastermind Business Networkers,1532,605,Career & Business,Career & Business
1156,4126912,711599,3,Nashville Online Entrepreneurs,The Nashville Web Design Meetup Group,1532,493,Career & Business,Tech
1157,4126912,18589616,2,Nashville Online Entrepreneurs,Agile Nashville User Group,1532,862,Career & Business,Tech
1158,4126912,17467312,2,Nashville Online Entrepreneurs,NashMicro - The Nashville Microcontroller Makers Group,1532,646,Career & Business,Tech
1159,4126912,18314164,1,Nashville Online Entrepreneurs,NashBI,1532,784,Career & Business,Tech
1160,4126912,18476981,1,Nashville Online Entrepreneurs,Drink-n-Draw,1532,2514,Career & Business,Arts & Culture
1161,4126912,9376702,1,Nashville Online Entrepreneurs,Nashville Women Programmers,1532,1091,Career & Business,Tech
1162,4126912,16067522,4,Nashville Online Entrepreneurs,Urban League Young Professionals of Middle Tennessee,1532,1198,Career & Business,Language & Ethnic Identity
1163,4126912,18616278,3,Nashville Online Entrepreneurs,Franklin Developer Lunch & Learn,1532,629,Career & Business,Tech
1164,4126912,1576921,1,Nashville Online Entrepreneurs,Music City Jazz Fans,1532,501,Career & Business,Music
1165,4126912,204767,4,Nashville Online Entrepreneurs,Nashville Podcasters,1532,292,Career & Business,Tech
1166,4126912,22197221,2,Nashville Online Entrepreneurs,Team Green Adventures,1532,1812,Career & Business,Outdoors & Adventure
1167,4126912,20197351,1,Nashville Online Entrepreneurs,Nashville Longevity Communities,1532,53,Career & Business,Socializing
1168,4126912,526316,1,Nashville Online Entrepreneurs,¡Diablos Que Bailan! (Salsa Nashville),1532,3472,Career & Business,Dancing
1169,4126912,8968172,1,Nashville Online Entrepreneurs,Nashville's New Business Owners,1532,326,Career & Business,Career & Business
1170,4126912,18256892,1,Nashville Online Entrepreneurs,Nashville Holistic Association,1532,549,Career & Business,Health & Wellbeing
1171,4126912,18414590,1,Nashville Online Entrepreneurs,Women 'n' Wine of Nashville,1532,690,Career & Business,Career & Business
1172,4126912,19654655,2,Nashville Online Entrepreneurs,Nashville Music Programmers,1532,516,Career & Business,Tech
1173,19556549,710272,1,Inner Engineering Nashville (Isha Yoga & Meditation Classes),Spiritual Psychology and Consciousness Group,1103,1382,Health & Wellbeing,New Age & Spirituality
1174,19556549,12588802,1,Inner Engineering Nashville (Isha Yoga & Meditation Classes),Nashville Vipassana Meditation Meetup,1103,91,Health & Wellbeing,New Age & Spirituality
1175,19556549,18562307,1,Inner Engineering Nashville (Isha Yoga & Meditation Classes),Nashville Young Professionals Meetup,1103,3210,Health & Wellbeing,Career & Business
1176,19556549,18798102,3,Inner Engineering Nashville (Isha Yoga & Meditation Classes),Wellness Nashville,1103,540,Health & Wellbeing,Health & Wellbeing
1177,19556549,17487002,2,Inner Engineering Nashville (Isha Yoga & Meditation Classes),Nashville Alternative Health & Wellness,1103,1328,Health & Wellbeing,Health & Wellbeing
1178,19556549,252576,1,Inner Engineering Nashville (Isha Yoga & Meditation Classes),Real Estate Investors of Nashville Meetup Group,1103,1035,Health & Wellbeing,Career & Business
1179,19556549,788001,1,Inner Engineering Nashville (Isha Yoga & Meditation Classes),The Middle TN Alternative Health Meetup Group,1103,992,Health & Wellbeing,Health & Wellbeing
1180,19556549,19218850,1,Inner Engineering Nashville (Isha Yoga & Meditation Classes),Greater Nashville Healthcare Analytics,1103,764,Health & Wellbeing,Tech
1181,19556549,6641192,1,Inner Engineering Nashville (Isha Yoga & Meditation Classes),Nashville Shambhala Meditation Group,1103,874,Health & Wellbeing,Health & Wellbeing
1182,19556549,1324203,3,Inner Engineering Nashville (Isha Yoga & Meditation Classes),Nashville Psychic Meetup,1103,2360,Health & Wellbeing,New Age & Spirituality
1183,19556549,11938732,1,Inner Engineering Nashville (Isha Yoga & Meditation Classes),Conscious Nashville,1103,90,Health & Wellbeing,Community & Environment
1184,19556549,405938,1,Inner Engineering Nashville (Isha Yoga & Meditation Classes),MTRAS ~ MidTn Robotic Arts Society,1103,525,Health & Wellbeing,Tech
1185,19556549,1697586,1,Inner Engineering Nashville (Isha Yoga & Meditation Classes),The Nashville Chinese Language and Culture Meetup Group,1103,243,Health & Wellbeing,Language & Ethnic Identity
1186,19556549,11294262,1,Inner Engineering Nashville (Isha Yoga & Meditation Classes),Let's Talk Franklin Toastmasters Club,1103,608,Health & Wellbeing,Career & Business
1187,19556549,6707902,1,Inner Engineering Nashville (Isha Yoga & Meditation Classes),Data Science Nashville,1103,1046,Health & Wellbeing,Tech
1188,19556549,1772099,1,Inner Engineering Nashville (Isha Yoga & Meditation Classes),Nashville 80s Music & More Meetup,1103,1763,Health & Wellbeing,Music
1189,19556549,14546632,1,Inner Engineering Nashville (Isha Yoga & Meditation Classes),Nashville Machine Learning Meetup,1103,451,Health & Wellbeing,Tech
1190,19556549,24584525,1,Inner Engineering Nashville (Isha Yoga & Meditation Classes),You are a Badass!,1103,591,Health & Wellbeing,Outdoors & Adventure
1191,19556549,24675279,1,Inner Engineering Nashville (Isha Yoga & Meditation Classes),Circle Bliss ~ Nashville ~ Energy Healing ~ Ataana Method,1103,112,Health & Wellbeing,New Age & Spirituality
1192,19556549,5282132,1,Inner Engineering Nashville (Isha Yoga & Meditation Classes),One Dharma Nashville Meditation Group,1103,1191,Health & Wellbeing,New Age & Spirituality
1193,19556549,19100119,1,Inner Engineering Nashville (Isha Yoga & Meditation Classes),"Soul Evolution, Ascension & Beyond of Nashville",1103,151,Health & Wellbeing,New Age & Spirituality
1194,19556549,22197221,2,Inner Engineering Nashville (Isha Yoga & Meditation Classes),Team Green Adventures,1103,1812,Health & Wellbeing,Outdoors & Adventure
1195,19556549,26018023,1,Inner Engineering Nashville (Isha Yoga & Meditation Classes),Nashville Krishna Bhakti Yoga Meetup,1103,33,Health & Wellbeing,Health & Wellbeing
1196,19556549,25587693,1,Inner Engineering Nashville (Isha Yoga & Meditation Classes),Vegan Peace,1103,63,Health & Wellbeing,Food & Drink
1197,19556549,2496252,1,Inner Engineering Nashville (Isha Yoga & Meditation Classes),Oneness Nashville,1103,874,Health & Wellbeing,New Age & Spirituality
1198,19904711,16487812,2,NashSec,Code for Nashville,107,1763,Tech,Tech
1199,19904711,19728145,1,NashSec,Stepping Out Social Dance Meetup,107,1778,Tech,Dancing
1200,19904711,11862932,1,NashSec,Nashville Linux Users Group,107,564,Tech,Tech
1201,19904711,1787157,1,NashSec,"GrowNashville: Startup Entrepreneurs, Hackers, & Web Experts",107,915,Tech,Tech
1202,19904711,10016162,1,NashSec,Nashville PowerShell User Group (NashPUG),107,264,Tech,Tech
1203,19904711,17467312,1,NashSec,NashMicro - The Nashville Microcontroller Makers Group,107,646,Tech,Tech
1204,19904711,405938,1,NashSec,MTRAS ~ MidTn Robotic Arts Society,107,525,Tech,Tech
1205,19904711,1526075,1,NashSec,Nashville Area Gamer Association - NAGA,107,2730,Tech,Games
1206,19904711,9376702,1,NashSec,Nashville Women Programmers,107,1091,Tech,Tech
1207,19904711,10178242,1,NashSec,Nashville Mobile Developers,107,1166,Tech,Tech
1208,19904711,14546632,1,NashSec,Nashville Machine Learning Meetup,107,451,Tech,Tech
1209,19904711,17872862,1,NashSec,Nashville Amazon Web Services User Group,107,476,Tech,Tech
1210,19904711,22197221,1,NashSec,Team Green Adventures,107,1812,Tech,Outdoors & Adventure
1211,19904711,11625832,1,NashSec,PyNash,107,1442,Tech,Tech
1212,19904711,22736876,1,NashSec,Business Connections Networking Group,107,126,Tech,Career & Business
1213,19904711,19828207,1,NashSec,Nashville Purely Social and Super-Awesome Social Group,107,1441,Tech,Socializing
1214,227528,191516,1,Nashville Spanish Meetup,Vegan Food & Friends,1417,850,Language & Ethnic Identity,Food & Drink
1215,227528,4631582,1,Nashville Spanish Meetup,Nashville Daoist (Taoist) & Chinese Philosophy Meetup Group,1417,192,Language & Ethnic Identity,New Age & Spirituality
1216,227528,1728035,1,Nashville Spanish Meetup,WordPress Nashville,1417,1643,Language & Ethnic Identity,Tech
1217,227528,6641192,1,Nashville Spanish Meetup,Nashville Shambhala Meditation Group,1417,874,Language & Ethnic Identity,Health & Wellbeing
1218,227528,18955830,4,Nashville Spanish Meetup,Eat Love Nash,1417,5008,Language & Ethnic Identity,Socializing
1219,227528,18658376,1,Nashville Spanish Meetup,Extraterrestrials,1417,136,Language & Ethnic Identity,New Age & Spirituality
1220,227528,13560402,1,Nashville Spanish Meetup,Nashville Modern Excel & Power BI User Group,1417,540,Language & Ethnic Identity,Tech
1221,227528,929402,1,Nashville Spanish Meetup,Paddle Adventures Unlimited,1417,6331,Language & Ethnic Identity,Outdoors & Adventure
1222,227528,710272,2,Nashville Spanish Meetup,Spiritual Psychology and Consciousness Group,1417,1382,Language & Ethnic Identity,New Age & Spirituality
1223,227528,541319,1,Nashville Spanish Meetup,The Nashville Songwriters Meetup Group,1417,2644,Language & Ethnic Identity,Music
1224,227528,11375762,1,Nashville Spanish Meetup,Music City Drinking Buddies,1417,2021,Language & Ethnic Identity,Socializing
1225,227528,1776274,1,Nashville Spanish Meetup,"Nashville SEO & Internet Marketing, Over 1,600 Members!",1417,1649,Language & Ethnic Identity,Career & Business
1226,227528,19713173,2,Nashville Spanish Meetup,Transplant Nashville,1417,2152,Language & Ethnic Identity,Socializing
1227,227528,19847832,1,Nashville Spanish Meetup,"Chicago Cubs, Blackhawks and Bears Fans near Nashville",1417,341,Language & Ethnic Identity,Sports & Recreation
1228,227528,26040985,2,Nashville Spanish Meetup,Spanish Group Downtown,1417,36,Language & Ethnic Identity,Language & Ethnic Identity
1229,227528,252576,1,Nashville Spanish Meetup,Real Estate Investors of Nashville Meetup Group,1417,1035,Language & Ethnic Identity,Career & Business
1230,227528,19687074,1,Nashville Spanish Meetup,Nashville Spirituality Meetup,1417,703,Language & Ethnic Identity,New Age & Spirituality
1231,227528,20186791,1,Nashville Spanish Meetup,Free & Cheap Events,1417,2189,Language & Ethnic Identity,Socializing
1232,227528,7836842,1,Nashville Spanish Meetup,Nashville UX,1417,1318,Language & Ethnic Identity,Tech
1233,227528,1324203,2,Nashville Spanish Meetup,Nashville Psychic Meetup,1417,2360,Language & Ethnic Identity,New Age & Spirituality
1234,227528,19828398,3,Nashville Spanish Meetup,Nashville English Language Learning Meetup,1417,436,Language & Ethnic Identity,Language & Ethnic Identity
1235,227528,21989057,1,Nashville Spanish Meetup,Nashville Amazon Sellers,1417,83,Language & Ethnic Identity,Tech
1236,227528,18660552,1,Nashville Spanish Meetup,The Nashville TENNISseans,1417,508,Language & Ethnic Identity,Sports & Recreation
1237,227528,16062152,1,Nashville Spanish Meetup,Design Thinking Nashville,1417,1026,Language & Ethnic Identity,Tech
1238,227528,4705492,2,Nashville Spanish Meetup,"WOMEN ""Word of Mouth Entrepreneurial Networkers""",1417,2307,Language & Ethnic Identity,Career & Business
1239,227528,21174496,2,Nashville Spanish Meetup,20's & 30's Women looking for girlfriends,1417,2782,Language & Ethnic Identity,Socializing
1240,227528,25397992,1,Nashville Spanish Meetup,the New World is in Order!,1417,73,Language & Ethnic Identity,New Age & Spirituality
1241,227528,18361585,1,Nashville Spanish Meetup,Make Nashville Meetup,1417,1684,Language & Ethnic Identity,Tech
1242,227528,18243826,3,Nashville Spanish Meetup,Middle TN 40+ singles,1417,2583,Language & Ethnic Identity,Singles
1243,227528,1505523,1,Nashville Spanish Meetup,Strictly Belcourt,1417,1729,Language & Ethnic Identity,Movies & Film
1244,227528,18562307,3,Nashville Spanish Meetup,Nashville Young Professionals Meetup,1417,3210,Language & Ethnic Identity,Career & Business
1245,227528,18456837,1,Nashville Spanish Meetup,Nashville Sailing,1417,280,Language & Ethnic Identity,Outdoors & Adventure
1246,227528,19728145,6,Nashville Spanish Meetup,Stepping Out Social Dance Meetup,1417,1778,Language & Ethnic Identity,Dancing
1247,227528,1787157,1,Nashville Spanish Meetup,"GrowNashville: Startup Entrepreneurs, Hackers, & Web Experts",1417,915,Language & Ethnic Identity,Tech
1248,227528,19997487,1,Nashville Spanish Meetup,Developer Launchpad Nashville,1417,576,Language & Ethnic Identity,Tech
1249,227528,8805172,1,Nashville Spanish Meetup,Nashville Wiener Romp,1417,499,Language & Ethnic Identity,Pets & Animals
1250,227528,20757821,1,Nashville Spanish Meetup,Never Bored in Nashville,1417,1872,Language & Ethnic Identity,Music
1251,227528,20806988,1,Nashville Spanish Meetup,Events of the Camera Club Council of Tennessee,1417,318,Language & Ethnic Identity,Photography
1252,227528,7151442,1,Nashville Spanish Meetup,Nashville Mobile .NET Developers,1417,372,Language & Ethnic Identity,Tech
1253,227528,5282132,1,Nashville Spanish Meetup,One Dharma Nashville Meditation Group,1417,1191,Language & Ethnic Identity,New Age & Spirituality
1254,227528,19266390,1,Nashville Spanish Meetup,Nashville Networking Business Luncheon,1417,1444,Language & Ethnic Identity,Career & Business
1255,227528,1371991,2,Nashville Spanish Meetup,The Joy of Dining Out with Friends Meetup,1417,2032,Language & Ethnic Identity,Food & Drink
1256,227528,18506072,7,Nashville Spanish Meetup,20s in Nashville,1417,3811,Language & Ethnic Identity,Socializing
1257,227528,18286946,1,Nashville Spanish Meetup,Dine and Unwind in East Nashville,1417,2667,Language & Ethnic Identity,Food & Drink
1258,227528,19934054,1,Nashville Spanish Meetup,Outdoor Fit - HIIT,1417,205,Language & Ethnic Identity,Fitness
1259,227528,11625832,1,Nashville Spanish Meetup,PyNash,1417,1442,Language & Ethnic Identity,Tech
1260,227528,1763190,1,Nashville Spanish Meetup,Nashville Tennis Meetup,1417,1563,Language & Ethnic Identity,Sports & Recreation
1261,227528,18517376,1,Nashville Spanish Meetup,Nashville Pilgrimage Hiking & Walking Meetup Group,1417,984,Language & Ethnic Identity,Outdoors & Adventure
1262,227528,1187715,6,Nashville Spanish Meetup,What the Pho!,1417,1889,Language & Ethnic Identity,Food & Drink
1263,227528,1665418,1,Nashville Spanish Meetup,Music City Tango,1417,401,Language & Ethnic Identity,Dancing
1264,227528,14396812,1,Nashville Spanish Meetup,Nashville Faith & Skepticism Meetup,1417,50,Language & Ethnic Identity,Religion & Beliefs
1265,227528,6335372,1,Nashville Spanish Meetup,Nashville soccer,1417,2869,Language & Ethnic Identity,Sports & Recreation
1266,227528,19249559,3,Nashville Spanish Meetup,Climb Nashville Meetup,1417,933,Language & Ethnic Identity,Outdoors & Adventure
1267,227528,18923420,1,Nashville Spanish Meetup,20&UP Tennis: Nashville,1417,590,Language & Ethnic Identity,Sports & Recreation
1268,227528,18314669,1,Nashville Spanish Meetup,Beer and Bible Nashville,1417,445,Language & Ethnic Identity,Religion & Beliefs
1269,227528,18589616,1,Nashville Spanish Meetup,Agile Nashville User Group,1417,862,Language & Ethnic Identity,Tech
1270,227528,18180033,1,Nashville Spanish Meetup,Nashville Chess and Chat Meetup,1417,257,Language & Ethnic Identity,Games
1271,227528,22985677,1,Nashville Spanish Meetup,Nashville Investment Angels,1417,47,Language & Ethnic Identity,Career & Business
1272,227528,7699922,1,Nashville Spanish Meetup,Thinking Christians Book Club,1417,195,Language & Ethnic Identity,Religion & Beliefs
1273,227528,19100119,1,Nashville Spanish Meetup,"Soul Evolution, Ascension & Beyond of Nashville",1417,151,Language & Ethnic Identity,New Age & Spirituality
1274,227528,1349592,1,Nashville Spanish Meetup,Board Game Lovers Meetup,1417,2261,Language & Ethnic Identity,Games
1275,227528,20807142,3,Nashville Spanish Meetup,Music City Young Professionals,1417,1388,Language & Ethnic Identity,Socializing
1276,227528,22422502,1,Nashville Spanish Meetup,Conscious Transformation - Nashville,1417,387,Language & Ethnic Identity,Health & Wellbeing
1277,227528,526316,3,Nashville Spanish Meetup,¡Diablos Que Bailan! (Salsa Nashville),1417,3472,Language & Ethnic Identity,Dancing
1278,227528,1642477,2,Nashville Spanish Meetup,"Movie Lovers:  New, Classic, and Foreign Films Meetup",1417,875,Language & Ethnic Identity,Movies & Film
1279,227528,19828207,1,Nashville Spanish Meetup,Nashville Purely Social and Super-Awesome Social Group,1417,1441,Language & Ethnic Identity,Socializing
1280,227528,10016242,1,Nashville Spanish Meetup,NashJS,1417,1975,Language & Ethnic Identity,Tech
1281,227528,24693747,1,Nashville Spanish Meetup,Williamson County Republican Party,1417,114,Language & Ethnic Identity,Movements & Politics
1282,227528,11776502,1,Nashville Spanish Meetup,NASHVILLE REIKI & OILS,1417,610,Language & Ethnic Identity,New Age & Spirituality
1283,18964683,18801828,1,Nashville Nonprofit Meetup,"SCORE Nashville Events, Networking and Workshops",32,727,Community & Environment,Career & Business
1284,21043417,21715712,1,Nashville Professional Referral Club TEAM Chapter,Happy Hour Networking for Charity,320,73,Career & Business,Community & Environment
1285,21043417,18562307,2,Nashville Professional Referral Club TEAM Chapter,Nashville Young Professionals Meetup,320,3210,Career & Business,Career & Business
1286,21043417,19728145,2,Nashville Professional Referral Club TEAM Chapter,Stepping Out Social Dance Meetup,320,1778,Career & Business,Dancing
1287,21043417,19416348,2,Nashville Professional Referral Club TEAM Chapter,Bellevue Business Networking Meetup,320,298,Career & Business,Career & Business
1288,21043417,16954142,4,Nashville Professional Referral Club TEAM Chapter,Network Middle Tennessee,320,1084,Career & Business,Career & Business
1289,21043417,18425641,2,Nashville Professional Referral Club TEAM Chapter,Greater Nashville Networking Group,320,510,Career & Business,Career & Business
1290,21043417,20181560,1,Nashville Professional Referral Club TEAM Chapter,Tails of the Trail,320,1241,Career & Business,Pets & Animals
1291,21043417,7700282,4,Nashville Professional Referral Club TEAM Chapter,Tennessee Real Estate Investors Meetup,320,1292,Career & Business,Career & Business
1292,21043417,8908602,1,Nashville Professional Referral Club TEAM Chapter,Nashville Network After Work - Business Networking Events,320,2622,Career & Business,Career & Business
1293,21043417,19964997,2,Nashville Professional Referral Club TEAM Chapter,Nashville's Society of Women Business Owners (SOWBO),320,511,Career & Business,Career & Business
1294,21043417,14380872,1,Nashville Professional Referral Club TEAM Chapter,Business Girls Rock! Nashville Entrepreneurship Meetup,320,459,Career & Business,Career & Business
1295,21043417,19266390,2,Nashville Professional Referral Club TEAM Chapter,Nashville Networking Business Luncheon,320,1444,Career & Business,Career & Business
1296,21043417,1371991,1,Nashville Professional Referral Club TEAM Chapter,The Joy of Dining Out with Friends Meetup,320,2032,Career & Business,Food & Drink
1297,21043417,18506072,1,Nashville Professional Referral Club TEAM Chapter,20s in Nashville,320,3811,Career & Business,Socializing
1298,21043417,6190702,1,Nashville Professional Referral Club TEAM Chapter,Fun Happenings Social Group-Nashvilles Most Fun Social Group,320,2050,Career & Business,Socializing
1299,21043417,18529135,1,Nashville Professional Referral Club TEAM Chapter,Franklin AM - Networking,320,360,Career & Business,Career & Business
1300,21043417,21245809,5,Nashville Professional Referral Club TEAM Chapter,Women of Power (WOP),320,127,Career & Business,Career & Business
1301,21043417,1741429,1,Nashville Professional Referral Club TEAM Chapter,Brentwood - Grow Your Business In Tennessee,320,491,Career & Business,Career & Business
1302,21043417,1492619,1,Nashville Professional Referral Club TEAM Chapter,Women's  Business Network,320,2163,Career & Business,Career & Business
1303,21043417,19822479,1,Nashville Professional Referral Club TEAM Chapter,Nashville Entrepreneurs Network,320,1192,Career & Business,Career & Business
1304,21043417,1776274,4,Nashville Professional Referral Club TEAM Chapter,"Nashville SEO & Internet Marketing, Over 1,600 Members!",320,1649,Career & Business,Career & Business
1305,21043417,252576,2,Nashville Professional Referral Club TEAM Chapter,Real Estate Investors of Nashville Meetup Group,320,1035,Career & Business,Career & Business
1306,21043417,3376042,2,Nashville Professional Referral Club TEAM Chapter,Mastermind Business Networkers,320,605,Career & Business,Career & Business
1307,21043417,20336043,1,Nashville Professional Referral Club TEAM Chapter,Nashville Ladies Volunteering and Having Fun,320,1639,Career & Business,Socializing
1308,21043417,18589616,1,Nashville Professional Referral Club TEAM Chapter,Agile Nashville User Group,320,862,Career & Business,Tech
1309,21043417,16067522,4,Nashville Professional Referral Club TEAM Chapter,Urban League Young Professionals of Middle Tennessee,320,1198,Career & Business,Language & Ethnic Identity
1310,21043417,1751502,1,Nashville Professional Referral Club TEAM Chapter,Women 'n' Wine of Williamson County,320,959,Career & Business,Career & Business
1311,21043417,4705492,5,Nashville Professional Referral Club TEAM Chapter,"WOMEN ""Word of Mouth Entrepreneurial Networkers""",320,2307,Career & Business,Career & Business
1312,21043417,1498076,2,Nashville Professional Referral Club TEAM Chapter,Christian Business Leaders Roundtable | CEO Fellowship,320,887,Career & Business,Career & Business
1313,21043417,21747934,1,Nashville Professional Referral Club TEAM Chapter,Nashville Gay Men Explorer Group,320,274,Career & Business,LGBT
1314,21043417,21174496,1,Nashville Professional Referral Club TEAM Chapter,20's & 30's Women looking for girlfriends,320,2782,Career & Business,Socializing
1315,21043417,20807142,2,Nashville Professional Referral Club TEAM Chapter,Music City Young Professionals,320,1388,Career & Business,Socializing
1316,21043417,22736876,3,Nashville Professional Referral Club TEAM Chapter,Business Connections Networking Group,320,126,Career & Business,Career & Business
1317,11077852,535553,1,Sunday Assembly Nashville,Nash.rb,918,881,Religion & Beliefs,Tech
1318,11077852,1102353,2,Sunday Assembly Nashville,Nashville Backpacker Meetup,918,3861,Religion & Beliefs,Outdoors & Adventure
1319,11077852,21533726,1,Sunday Assembly Nashville,State & Local Government Developers Network,918,123,Religion & Beliefs,Tech
1320,11077852,2556962,1,Sunday Assembly Nashville,Middle Tennessee Motorcycle Riders,918,1055,Religion & Beliefs,Cars & Motorcycles
1321,11077852,1728035,1,Sunday Assembly Nashville,WordPress Nashville,918,1643,Religion & Beliefs,Tech
1322,11077852,19528743,1,Sunday Assembly Nashville,Nashville Real Estate Investor Network,918,441,Religion & Beliefs,Career & Business
1323,11077852,22817838,2,Sunday Assembly Nashville,freeCodeCamp Nashville,918,434,Religion & Beliefs,Tech
1324,11077852,11294262,2,Sunday Assembly Nashville,Let's Talk Franklin Toastmasters Club,918,608,Religion & Beliefs,Career & Business
1325,11077852,18955830,4,Sunday Assembly Nashville,Eat Love Nash,918,5008,Religion & Beliefs,Socializing
1326,11077852,20181560,3,Sunday Assembly Nashville,Tails of the Trail,918,1241,Religion & Beliefs,Pets & Animals
1327,11077852,339011,3,Sunday Assembly Nashville,Nashville Hiking Meetup,918,15838,Religion & Beliefs,Outdoors & Adventure
1328,11077852,1772099,1,Sunday Assembly Nashville,Nashville 80s Music & More Meetup,918,1763,Religion & Beliefs,Music
1329,11077852,16607822,1,Sunday Assembly Nashville,Nashville Virtual Reality Meetup,918,995,Religion & Beliefs,Tech
1330,11077852,13560402,1,Sunday Assembly Nashville,Nashville Modern Excel & Power BI User Group,918,540,Religion & Beliefs,Tech
1331,11077852,16477792,3,Sunday Assembly Nashville,Nashville .NET User Group,918,1371,Religion & Beliefs,Tech
1332,11077852,23053409,1,Sunday Assembly Nashville,Nashville LGBT Game Night Meetup,918,296,Religion & Beliefs,LGBT
1333,11077852,15552112,2,Sunday Assembly Nashville,Intellectual Society of Greater Nashville,918,652,Religion & Beliefs,Education & Learning
1334,11077852,7130232,3,Sunday Assembly Nashville,Nashville Software Beginners,918,1308,Religion & Beliefs,Tech
1335,11077852,929402,2,Sunday Assembly Nashville,Paddle Adventures Unlimited,918,6331,Religion & Beliefs,Outdoors & Adventure
1336,11077852,541319,6,Sunday Assembly Nashville,The Nashville Songwriters Meetup Group,918,2644,Religion & Beliefs,Music
1337,11077852,1492619,2,Sunday Assembly Nashville,Women's  Business Network,918,2163,Religion & Beliefs,Career & Business
1338,11077852,6230672,2,Sunday Assembly Nashville,Bellevue Area Meetup: Meet New Friends!,918,493,Religion & Beliefs,Socializing
1339,11077852,18795154,1,Sunday Assembly Nashville,Big East Fork Folk / Jazz Music Meetup,918,532,Religion & Beliefs,Music
1340,11077852,19713173,5,Sunday Assembly Nashville,Transplant Nashville,918,2152,Religion & Beliefs,Socializing
1341,11077852,18494105,2,Sunday Assembly Nashville,The Iron Yard - Nashville,918,1491,Religion & Beliefs,Tech
1342,11077852,17487002,1,Sunday Assembly Nashville,Nashville Alternative Health & Wellness,918,1328,Religion & Beliefs,Health & Wellbeing
1343,11077852,20493986,1,Sunday Assembly Nashville,R-Ladies Nashville,918,210,Religion & Beliefs,Career & Business
1344,11077852,18801828,1,Sunday Assembly Nashville,"SCORE Nashville Events, Networking and Workshops",918,727,Religion & Beliefs,Career & Business
1345,11077852,7836842,2,Sunday Assembly Nashville,Nashville UX,918,1318,Religion & Beliefs,Tech
1346,11077852,6707902,2,Sunday Assembly Nashville,Data Science Nashville,918,1046,Religion & Beliefs,Tech
